City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
269,Fairbanks,US,64.8378,-147.7164,-4.4,77,100,0,overcast clouds
270,Salalah,OM,17.0151,54.0924,73.49,25,0,17.27,clear sky
271,Leningradskiy,RU,69.3833,178.4167,-26.57,100,63,2.82,broken clouds
272,Bubaque,GW,11.2833,-15.8333,76.44,70,6,7.78,clear sky
273,Havelock,US,34.8791,-76.9013,42.78,87,64,1.99,broken clouds
274,Porto Novo,BJ,6.4965,2.6036,75.88,88,59,3.18,broken clouds
275,Rawson,AR,-43.3002,-65.1023,63.79,49,0,18.57,clear sky
276,Taoudenni,ML,22.6783,-3.9836,64.72,14,7,10.18,clear sky
277,Saint-Augustin,CA,51.226,-58.6502,-24.81,92,18,4.99,few clouds
278,Victor Harbor,AU,-35.5667,138.6167,92.46,43,1,1.01,clear sky
279,Maniitsoq,GL,65.4167,-52.9,2.68,92,100,13.85,overcast clouds
280,Loandjili,CG,-4.7561,11.8578,75.31,94,20,4.61,few clouds
281,Bardiyah,LY,31.7561,25.0865,55.81,62,72,8.93,broken clouds
282,Boddam,GB,57.4667,-1.7833,38.39,72,13,17.27,few clouds
283,Kargopol,RU,61.5071,38.9456,9.73,95,97,7.94,overcast clouds
284,Isangel,VU,-19.55,169.2667,82.51,94,100,13.8,heavy intensity rain
285,La Rioja,ES,42.25,-2.5,35.04,75,78,4.81,broken clouds
286,Barcelos,PT,41.5388,-8.6151,47.68,66,76,5.32,broken clouds
287,San Patricio,US,28.017,-97.5169,57.18,83,100,9.93,overcast clouds
288,Husavik,IS,66.0449,-17.3389,24.71,85,100,14.5,overcast clouds
289,Villacarrillo,ES,38.1156,-3.0848,37.99,79,0,3.85,clear sky
290,Muisne,EC,0.6,-80.0333,75.76,88,66,4.29,light rain
291,Kavieng,PG,-2.5744,150.7967,83.66,71,55,2.68,broken clouds
292,Ostrovnoy,RU,68.0531,39.5131,11.53,88,16,18.66,few clouds
293,Sabang,ID,5.8933,95.3214,78.69,79,100,7.38,overcast clouds
294,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.97,98,98,1.83,overcast clouds
295,Catabola,AO,-12.15,17.2833,62.55,59,100,6.17,overcast clouds
296,Carballo,ES,43.213,-8.691,45.86,93,36,2.39,scattered clouds
297,Sibu,MY,2.3,111.8167,82.71,78,40,5.75,scattered clouds
298,San-Pedro,CI,4.7485,-6.6363,78.37,85,100,3.98,overcast clouds
299,Fort Nelson,CA,58.8053,-122.7002,15.39,92,20,5.75,few clouds
300,Haripur,PK,34,72.9341,51.75,76,93,4.99,overcast clouds
301,Waipawa,NZ,-41.4122,175.5153,59.94,90,100,10.27,overcast clouds
302,Ahipara,NZ,-35.1667,173.1667,75.11,96,97,6.17,overcast clouds
303,Madarounfa,NE,13.3087,7.156,61.92,15,0,11.92,clear sky
304,Kandi,BJ,11.1342,2.9386,69.69,18,0,5.88,clear sky
305,Moose Factory,CA,51.2585,-80.6094,-7.6,77,0,5.75,clear sky
306,Visnes,NO,59.3556,5.2242,39.09,81,20,31.07,few clouds
307,Cap Malheureux,MU,-19.9842,57.6142,79.47,80,100,5.01,overcast clouds
308,Matamoros,MX,25.5333,-103.25,62.71,52,75,4.61,broken clouds
309,Laguna,US,38.421,-121.4238,57.96,68,0,4.61,clear sky
310,General Roca,AR,-39.0333,-67.5833,72,21,0,14.94,clear sky
311,Marzuq,YE,14.4,46.4667,57.18,51,100,2.51,overcast clouds
312,Brookhaven,US,31.5791,-90.4407,37.06,68,0,3.67,clear sky
313,Tromso,NO,69.6496,18.957,26.62,63,0,13.8,clear sky
314,Panama City,PA,8.9936,-79.5197,80.06,77,0,4.61,clear sky
315,Todos Santos,MX,23.45,-110.2167,67.01,76,0,5.32,clear sky
316,Harper,LR,4.375,-7.7169,78.76,83,100,6.06,overcast clouds
317,Hualmay,PE,-11.0964,-77.6139,70.59,79,100,9.15,overcast clouds
318,La Palma,US,33.8464,-118.0467,74.21,41,0,4.61,clear sky
319,Mizdah,LY,31.4451,12.9801,49.53,36,69,3.67,broken clouds
320,Bay Roberts,CA,47.5999,-53.2648,14.32,76,38,1.99,scattered clouds
321,Ejura,GH,7.3856,-1.3562,76.12,76,3,3.47,clear sky
322,Wewak,PG,-3.5534,143.6268,83.43,75,99,7.63,overcast clouds
323,Korla,CN,41.7597,86.1469,25.38,43,57,3.33,broken clouds
324,Acapulco,MX,16.8634,-99.8901,80.42,74,0,8.05,clear sky
325,Ilanskiy,RU,56.2358,96.065,15.28,87,100,5.19,overcast clouds
326,Saint-Philippe,RE,-21.3585,55.7679,78.35,85,94,14.65,light rain
327,Sabha,LY,27.0377,14.4283,52.05,23,49,8.93,scattered clouds
328,Pedasi,PA,7.5333,-80.0333,74.07,78,4,18.52,clear sky
329,Brotas,BR,-22.2842,-48.1267,68.94,95,100,0.51,heavy intensity rain
330,Longyearbyen,SJ,78.2186,15.6401,15.64,73,0,4.61,clear sky
331,Kasempa,ZM,-13.4584,25.8338,63.77,99,100,2.82,moderate rain
332,Huaicheng,CN,23.9051,112.1931,56.21,96,100,1.5,overcast clouds
333,Murgab,TM,37.4966,61.9714,39.07,87,100,9.22,overcast clouds
334,Te Anau,NZ,-45.4167,167.7167,70.7,39,26,1.39,scattered clouds
335,Ranong,TH,9.9658,98.6348,87.73,61,99,4.32,overcast clouds
336,Kruisfontein,ZA,-34.0033,24.7314,69.69,65,0,4.56,clear sky
337,Zwedru,LR,6.0667,-8.1281,71.31,98,98,2.26,overcast clouds
338,Trairi,BR,-3.2778,-39.2689,77.16,81,3,6.15,clear sky
339,Grootfontein,NA,-19.5667,18.1167,62.17,94,100,0,overcast clouds
340,Kaa-Khem,RU,51.6833,94.7333,-13.68,96,100,1.32,overcast clouds
341,Kajaani,FI,64.2273,27.7285,28.45,86,100,8.05,overcast clouds
342,Yongzhou,CN,26.4559,111.5988,37.92,91,100,6.62,overcast clouds
343,Abu Road,IN,24.4833,72.7833,61.99,47,0,1.88,clear sky
344,West Wendover,US,40.7391,-114.0733,31.89,63,2,2.39,clear sky
345,Namatanai,PG,-3.6667,152.4333,85.84,67,100,7.11,overcast clouds
346,Santa Rosa,PH,14.3122,121.1114,85.98,77,100,17.85,overcast clouds
347,Coquimbo,CL,-29.9533,-71.3436,64.13,82,100,4.61,overcast clouds
348,Colac,AU,-38.3333,143.5833,82.62,28,0,2.91,clear sky
349,Bugiri,UG,0.5714,33.7417,66.09,84,66,1.66,light rain
350,Manokwari,ID,-0.8667,134.0833,83.01,68,99,5.59,overcast clouds
351,Sinnamary,GF,5.3833,-52.95,76.87,89,100,7.92,overcast clouds
352,Ust-Kut,RU,56.7938,105.7672,14.95,93,100,2.66,light snow
353,Mizoch,UA,50.4,26.15,37.24,85,100,14.43,overcast clouds
354,Roald,NO,62.5833,6.1333,40.33,81,100,13.8,overcast clouds
355,Manama,BH,26.2154,50.5832,60.78,58,20,14.97,few clouds
356,Salekhard,RU,66.53,66.6019,-22.99,100,100,1.05,overcast clouds
357,Bubanza,BI,-3.1167,29.4,66.99,95,100,0.76,light rain
358,Otane,NZ,-39.8833,176.6333,65.01,97,100,7.45,moderate rain
359,Ongandjera,NA,-17.8833,15.0667,67.71,85,100,11.41,moderate rain
360,Xuddur,SO,4.1213,43.8894,65.95,70,31,12.77,scattered clouds
361,Fujin,CN,47.26,132.0322,7.57,84,65,8.81,broken clouds
362,Rio Tuba,PH,8.5061,117.4317,82.98,72,100,18.72,overcast clouds
